"class"
"http://datos.bcn.cl/ontologies/bcn-sessiondaily#TopLevelClass"
"http://datos.bcn.cl/ontologies/bcn-sessiondaily#AgrupadorSemantico"
"http://datos.bcn.cl/ontologies/bcn-sessiondaily#TipoDocumento"
"http://datos.bcn.cl/ontologies/bcn-sessiondaily#EstadoAsistencia"
"http://datos.bcn.cl/ontologies/bcn-sessiondaily#ResultadoDebate"
